TRACTNUM,TRACT,SevCrwd,TeenBirthProportion,TeenBirthAllWom,SingMother,MaltrtAllegRate,FosterCareEntry,TotalPov,ChildPov,ProxOffAlco,ProxOnAlco,HghSchOrHigh,TraffInjur,SNAP_FdStmp,PovertyRt,VoterPartic,TotalPopulation,ZIP,City,Longitude,Latitude,CES20Score,CES20PercentileRange,PollutionBurdenScore,PollutionBurdenPctl,LowBirthWeight,LowBirthWeightPctl,Education,EducationPctl,Poverty,PovertyPctl,Unemployment,UnemploymentPctl,PopCharScore,PopCharPctl,NeighborhoodName,n_FoodDesert,pct_FoodDesert,LiqCount,Uninsured
6073007702,77.02,0,0,0,0.012236906,,0,9,11.6,67.290207,59.495972,97.199997,10.25,0,0.125,54.8807917,3849,92109,San Diego,-117.2350137,32.7898373,5.660409285,1-5% (lowest scores),2.514970786,5.04044804,0.0497962,37.19039279,1.5,3.328692571,30.82437276,48.1149918,11.17,55.5824624,2.2506859,5.292863414,Riviera Shores,155.6294225,0.730654566,1924.5,0.117964753
6073000400,4,0.022,,0,0.01010101,122.9,29.700001,12.9,43.099998,70.400658,73.698555,95.199997,6.0700002,0.012296882,0.16599999,61.6492147,3669,92103,San Diego,-117.1630579,32.7533323,13.03675139,16-20%,4.753679055,46.34723086,0.0491662,29.53465099,3,9.593722314,30.62130178,47.73672929,6.62,18.18761152,2.742455105,11.01216606,Hillcrest,44.41366215,0.206575173,733.79999,0.115591398
6073005100,51,0.056000002,0,0,0.057279237,189.10001,6.0999999,42.099998,63.200001,91.512604,97.058823,83.800003,27.23,0.055574495,0.47999999,43.628866,7140,92113,San Diego,-117.1528082,32.7037376,47.80968096,86-90%,6.501927413,82.26509023,0.059291,96.54741056,21.6,63.16921909,69.25313743,93.46866726,25.23,98.12643385,7.353155138,84.48513734,Barrio Logan,0,0,1428,0.114303757
6073019405,194.05,0.033,0,0,0.094323874,80.099998,3.2,11,20.9,33.491093,52.366371,68.400002,45.02,0.025041737,0.197,52.0462633,3592,92083,Vista,-117.2759939,33.1965648,21.62755328,41-45%,3.398307756,17.31176105,0.0546241,83.85038779,32.7,77.69902544,60.46213094,86.18080948,10.71,52.19219985,6.36421267,69.87332246,Tiki Mobile Village,127.9268372,0.140270655,,0.113934207
6073004700,47,0.072999999,0,0,0.21289356,82.099998,0,42.700001,62.400002,100,65.931107,64.599998,41.32,0.20989506,0.45199999,52.4064171,1858,92102,San Diego,-117.1450748,32.7083889,42.07721667,81-85%,5.678594807,66.29744866,0.0518551,62.52189142,38.4,83.7742058,61.20959333,86.83646451,16.5,84.5016569,7.409793814,85.36310046,Sherman Heights,0,0,619.33331,0.113766234
6073020214,202.14,0.077,0.12777779,0.01355333,0.14365803,,0,34.700001,44.700001,100,63.717674,47.599998,59.220001,0.11702873,0.47600001,44.0903054,5143,92025,Escondido,-117.0844242,33.1270112,33.55060773,66-70%,4.795136616,47.29309272,0.0483652,21.71628722,60.1,97.73446399,80.8861514,98.82738621,6.41,16.63267907,6.996799135,79.21735859,Mobile Haven Mh Park,106.5260361,0.064718126,,0.113468276
6073020601,206.01,0.15099999,0,0,0.25149253,62.400002,1.5,22.700001,28.799999,83.723022,74.550362,51,21.43,0.083582088,0.34200001,52.6404023,5560,92025,Escondido,-117.0779507,33.1142976,28.76697323,61-65%,4.096782796,31.92283759,0.0515364,59.15686765,57.5,96.67130743,76.80830973,97.55390241,6.89,20.44353811,7.021844862,79.53091684,Bellview Park Mh Park,83.16748413,0.042025005,,0.113314448
6073019206,192.06,0.015,0,0,0.1800738,65.099998,1.1,21.1,28.6,66.726044,66.726044,61,32.16,0.053874537,0.124,54.8687553,5614,92084,Vista,-117.2372592,33.215823,19.53182601,36-40%,2.716803646,7.30553827,0.0555241,87.75331499,37.6,82.95152512,50.55074744,75.13554407,10.07,46.73719093,7.189266711,81.88887495,Sycamore Creek Mh Park,19.89833641,0.01091516,,0.112199102
6073007800,78,0.013,0,0,0.051571313,52.299999,2.3,13.6,21,80.939903,80.939903,91.599998,37.91,0.018936342,0.126,53.4792123,5724,92109,San Diego,-117.2243397,32.8039041,10.43013244,11-15%,3.881009528,27.10640946,0.0438264,1.551163373,7.3,28.32552841,40.52989617,62.5520111,8.39,32.65358144,2.687479215,10.14674527,Campland On The Bay Tr,920.196334,0.756118598,1431,0.112059369
6073009000,90,0.067000002,0,0,0.10098709,95,1.1,29.799999,51.099998,17.612017,20.40922,68.599998,5.1999998,0.050873198,0.31,63.568521,3861,92111,San Diego,-117.1788279,32.7782882,26.5807136,56-60%,4.385409848,37.94648413,0.0545057,83.26244684,32.8,77.83824832,41.97777144,64.41810617,8.1,30.10451185,6.061169771,65.23266023,Linda Vista,356.1942637,0.412261879,,0.111970141
6073003502,35.02,0.061000001,0,0,0.22938776,82.599998,2.8,34.599998,41.700001,89.890823,46.360695,42.900002,16.74,0.22122449,0.403,42.0230263,4946,92113,San Diego,-117.1134902,32.6986004,43.21201699,81-85%,5.368390428,59.85065339,0.0472617,12.89717288,57.5,96.67130743,69.30860034,93.54431976,20.13,93.37241907,8.049343199,92.83832936,Mountain View,632.9866192,0.359855952,1648.6666,0.111366967
6073004100,41,0.034000002,0,0,0.048275862,31.799999,0,23.9,29.6,87.549652,52.5359,75.400002,60.880001,0.073563218,0.25999999,51.9508987,6546,92102,San Diego,-117.1292493,32.714833,28.83350822,61-65%,5.608286663,64.91599253,0.0480557,18.71403553,17.7,55.91697254,57.48963884,82.82688186,6.79,19.57685445,5.141232956,50.16932146,South Park,72.06030011,0.050854129,2182,0.110594238
6073020109,201.09,0.024,0,0,0.044164039,64.300003,3.5,13.4,20.299999,30.973278,,66.300003,,0.078075707,0.223,56.489842,5127,92027,Escondido,-117.069255,33.1446753,18.7948891,36-40%,3.588260964,21.12009956,0.0493571,31.58618964,38,83.35653715,54.98148148,80.24208801,6.93,20.82589855,5.237882441,51.68694343,Sunset Terrace Mh Park,1421.80515,0.994965116,,0.109074074
6073005700,57,0.015,0,0,0,352.89999,0,44.599998,,100,100,88.400002,22.75,0.058685444,0.40799999,49.3771234,1948,92101,San Diego,-117.1625607,32.7252818,36.17536989,71-75%,5.555191893,63.75855632,0.0514928,58.7065299,14.7,49.48740666,60.8305275,86.5338545,19.77,92.79887841,6.51199285,72.08077261,San Diego,77.19665265,0.779764168,974,0.108610017
6073008600,86,0.041999999,0.088607594,0.004067403,0.15798135,68.099998,3.7,24.200001,37.799999,65.748833,20.236013,68.400002,25.68,0.067471199,0.244,55.8692422,6864,92111,San Diego,-117.1779398,32.7908268,27.46776031,56-60%,3.845734235,26.39701307,0.0555669,87.76582437,34,79.24313378,52.05418937,76.86294288,11.36,56.95895998,7.142396907,81.23667377,Linda Vista,792.0627549,0.41863782,2288,0.108352804
6073005900,59,0.024,0,0,0.012433393,28,0,14.3,14.7,97.412262,100,96.400002,7.8200002,0,0.123,60.130719,2821,92101,San Diego,-117.1642671,32.7293426,18.80871924,36-40%,5.224137513,56.82638457,0.0517857,61.85889417,1.8,4.51841539,28.65451725,44.30714916,6.27,15.4983431,3.600349185,24.68330616,San Diego,136.9999993,0.999999995,1410.5,0.108277756
6073018200,182,0.093999997,0,0,0.095277891,122.8,5.8000002,34,43.5,48.196289,39.652401,65,11.33,0.13121605,0.26899999,55.9529893,6847,92054,Oceanside,-117.3702384,33.1896924,23.70937055,46-50%,4.217882513,34.49906658,0.0491091,28.92169127,37.7,83.14137451,61.28857607,86.97516076,7.34,23.71909253,5.621154805,58.19641289,Escondido Junction,425.18998,0.224020011,,0.107984475
6073020211,202.11,0.068000004,0,0,0.091659032,104.9,3.5,15.4,20.200001,70.605789,39.495674,66.800003,21.66,0.051329058,0.17399999,52.5819265,6702,92027,Escondido,-117.0640169,33.1335333,25.28966727,51-55%,3.976652847,29.22215308,0.0503904,44.55841881,39.3,84.43235034,53.89997409,78.93077796,8.47,33.2271221,6.359536082,69.81061081,Escondido Terrace Mh P,160.7384819,0.083457156,,0.106479678
6073004600,46,0.005,0,0,0.005665722,10.8,0,13.3,22.1,100,84.381447,83.800003,32.880001,0.005665722,0.18799999,55.4913295,1940,92102,San Diego,-117.1449018,32.7151851,28.23272251,56-60%,6.50932189,82.46421904,0.0508887,51.21341006,9.8,36.76749779,38.4305835,59.55112848,4.61,6.321692582,4.337275524,37.45139847,Sherman Heights,0,0,970,0.104887984
6073020213,202.13,0.079999998,0,0,0.21734795,,0,29.1,38.5,67.50248,22.56703,39.799999,22.139999,0.20638086,0.46799999,43.3537832,4028,92025,Escondido,-117.0781738,33.1313346,32.39341406,66-70%,3.735423182,24.00746733,0.0560946,89.77983488,69.3,99.63295785,80.82603254,98.81477746,12.4,64.19831761,8.671952943,97.71729587,Mobile Haven Mh Park,386.7702332,0.251967579,,0.104766634
6073001800,18,0.033,0,0,0.11656442,50.200001,1.9,20.4,42.400002,100,100,84,26.1,0.076145798,0.17299999,56.5603553,5319,92116,San Diego,-117.1186054,32.7628849,24.86216815,51-55%,4.668339516,44.49284381,0.0549776,85.6517388,14.9,49.82913555,50.78450208,75.32467532,7.79,27.51720622,5.32569837,53.19202308,Normal Heights,53.23146807,0.051983856,759.85712,0.104578313
6073004900,49,0.117,0,0,0.26031509,106.2,0,31.5,45.099998,100,89.697693,52,12.12,0.19129783,0.42300001,48.0933852,5028,92113,San Diego,-117.138677,32.7018526,54.2329285,96-100% (highest scores),6.738429462,86.0609832,0.0503096,43.54515887,49.1,92.22883179,70.01980198,94.08649603,13.77,72.61024726,8.048303957,92.80070237,Barrio Logan,5.013766289,0.003064649,1676,0.10377545
6073009102,91.02,0.005,0,0,0.096849471,77.099998,5.9000001,14.7,10.2,26.887192,30.930166,83.099998,21.65,0.028004667,0.19599999,54.7496791,3537,92117,San Diego,-117.1955335,32.8035298,13.36044744,21-25%,3.357698742,16.52769135,0.0444016,2.339254441,15.4,51.04417162,52.21688034,77.07729164,10.33,48.81468264,3.979048886,31.64429951,Clairemont,319.9015341,0.692427563,1179,0.103282626
6073016504,165.04,0.003,0.18691589,0.012650222,0.10247026,,0,21,26.700001,88.613464,63.921318,81,13.01,0.071363218,0.20999999,50.5505506,6253,92021,El Cajon,-116.9558727,32.8134188,31.31657979,66-70%,5.712294227,67.14374611,0.0495695,34.07555667,16,52.4110872,53.84484228,78.88034296,11.72,59.29135865,5.482312105,55.85099712,Bostonia,962.3579989,0.598853764,,0.102550664
6073018905,189.05,0.046,0,0,0.047707271,79.300003,5.6999998,17.1,25.1,51.618626,37.087952,62.5,28.67,0.095877722,0.169,60.9026369,6765,92028,Fallbrook,-117.2431854,33.3720233,23.10198443,46-50%,4.010473489,30.01866833,0.0411073,0.237678259,36.2,81.64789267,42.29101241,64.83419493,14.99,78.67703288,5.760413203,60.45403236,Fallbrook,302.8353203,0.145593904,,0.101362995
6073020202,202.02,0.086000003,0.43636364,0.015936255,0.093230404,112.5,2.5,31,47.400002,51.532368,31.678875,45.5,40.560001,0.12648456,0.271,43.6944938,6689,92025,Escondido,-117.0724073,33.131406,34.52304141,71-75%,4.196547628,33.988799,0.0577799,94.24568426,52.2,94.02607265,63.50773281,88.94212584,10.93,53.87458578,8.226533921,94.48137464,Mobile Haven Mh Park,622.2882272,0.256296634,,0.10042735
6073003902,39.02,0.050000001,0,0,0.10463122,102.3,1.2,27,35.599998,87.172722,63.953724,41,38.380001,0.14751287,0.345,42.8436019,4927,92113,San Diego,-117.1263197,32.696749,52.47716478,91-95%,6.190389604,76.92594897,0.0509185,51.67625719,61.3,98.16478927,76.47058824,97.3773799,19.39,92.22533775,8.477199036,96.53831682,Logan Heights,15.22861081,0.009118929,985.40002,0.099743699
6073007502,75.02,0.02,0,0,0,102.9,3.7,15.5,47.700001,97.056091,93.461418,98.400002,14.46,0.011152416,0.146,60.2840353,3227,92107,San Diego,-117.2489105,32.747805,5.298833234,1-5% (lowest scores),2.241011468,2.850031114,0.0508887,51.21341006,2.2,6.505505632,25.10917031,37.96494767,8.38,32.55161866,2.364482873,6.509469459,Ocean Beach,0.25071916,0.001015057,645.40002,0.099743308
6073020602,206.02,0.030999999,0.0625,0.004110394,0.091787443,67.300003,2,28.700001,12,20.327702,15.821813,77.900002,8.4099998,0.063875467,0.17,61.0535795,5859,92025,Escondido,-117.0681038,33.1189678,15.90225725,26-30%,3.601352826,21.31922838,0.0450888,3.740305229,15.2,50.57587647,42.3890785,64.92245618,7.4,24.2161611,4.415634353,38.73071617,Escondido Terrace Mh P,638.0682196,0.437033027,,0.099244505
6073002302,23.02,0.153,0,0,0.16510133,49.5,1.4,37.700001,49.400002,100,100,57.5,21.93,0.22738507,0.43700001,40.5118602,6589,92105,San Diego,-117.0963988,32.7525425,30.11876323,61-65%,3.515164739,19.52706907,0.0553956,87.17788341,43.8,88.59638021,80.05489478,98.51216744,18.26,89.53606933,8.568236615,97.09017936,East San Diego,0,0,1317.8,0.098847041
6073009603,96.03,0.005,0,0,0.069645733,75.599998,0,8.3000002,0,69.093315,75.358482,93.800003,32.650002,0.033816423,0.122,57.6182137,4533,92108,San Diego,-117.1067006,32.7859743,23.08639833,46-50%,6.128688147,75.90541381,0.0525408,69.38954216,3.4,11.44158967,23.70418564,35.49363258,12.77,66.7473872,3.766939641,27.5931268,Grantville,398.7377207,0.986974556,906.59998,0.098695652
6073011801,118.01,0.155,0,0,0.20634921,116.2,6.1999998,13.8,14,90.911385,74.147942,64,20.15,0.17180206,0.249,48.0851064,3961,91950,National City,-117.1041616,32.6804224,34.89605786,71-75%,5.158920649,55.30802738,0.0477265,15.92444333,37.2,82.53385647,65.88173731,90.92169966,12.28,63.40810604,6.764216827,75.80584473,Shelltown,0,0,,0.098639456
6073019503,195.03,0.017000001,0,0,0.16979866,63.299999,0,24.5,34.900002,95.161629,68.925964,72.800003,28.040001,0.048993289,0.20200001,50.9567682,4795,92083,Vista,-117.2443918,33.1996277,22.04865086,46-50%,3.73384731,23.95768513,0.0533953,76.38228672,30.5,75.04113403,62.13571118,87.74429454,7.41,24.30537854,5.905075657,62.57368619,Vista,52.60980649,0.037713123,,0.098545691
6073003004,30.04,0.050000001,0.053892214,0.006603081,0.23597233,53.799999,1.3,26.299999,29,62.591095,25.4251,51.299999,12.3,0.16986933,0.294,41.2162162,4940,92114,San Diego,-117.0607339,32.7130823,17.55830486,31-35%,2.385870488,4.00746733,0.0493893,31.93645234,46.3,90.39362106,64.95966986,90.22821838,13.64,71.78179964,7.359286664,84.53530666,Encanto,1337.664517,0.831880918,,0.097856477
6073014806,148.06,0,0,0,0.13596138,,0,30,58.900002,95.304619,95.304619,86,75.410004,0.13032985,0.30000001,48.8038278,2577,91942,La Mesa,-117.0352057,32.7713036,29.43531511,61-65%,5.391422406,60.21157436,0.0533366,76.08206155,11.2,40.65308189,52.78526505,77.77077292,10.04,46.52052001,5.459656635,55.44964254,La Mesa,412.0284506,0.874795012,,0.097538319
6073019404,194.04,0.089000002,0,0,0.10262258,131.7,3.8,28.4,42,56.651608,18.850401,44.099998,19.200001,0.05245154,0.211,54.5851528,3984,92083,Vista,-117.251038,33.21679,23.18848096,46-50%,3.296967052,15.38270068,0.0510462,53.21491118,55.2,95.59549424,56.29238885,81.4147018,13.06,68.44251848,7.033276521,79.79430578,Sierra Vista Trailer P,164.6833305,0.124477196,,0.097474747
6073015404,154.04,0.005,0,0,0.074703559,60.400002,0,17.299999,16,36.178864,13.349069,77.5,16.18,0.11818182,0.242,64.4192256,7626,92020,El Cajon,-116.9383632,32.78024,23.82611123,51-55%,3.252115305,14.58618544,0.05509,86.0020015,21.6,63.16921909,47.4089822,71.60509394,12.74,66.54346164,7.3263427,84.07124044,Hillsdale,681.1357203,0.36998138,,0.096184632
6073007910,79.1,0,0,0,0,,0,7,0,79.621025,80.193062,98.300003,74.019997,0.010410287,0.118,50.2917153,2797,92109,San Diego,-117.2539836,32.7943988,4.645669933,1-5% (lowest scores),2.394477174,4.144368388,0.0506863,48.57393045,3,9.593722314,32.89650538,51.51935443,6.09,14.18557227,1.940160459,3.010159288,Pacific Beach,0,0,399.57144,0.09558568
6073002709,27.09,0.086999997,0,0,0.15752742,90.699997,1.5,26.1,32.5,89.607094,28.948036,58.5,,0.23030907,0.34999999,42.5619835,3945,92105,San Diego,-117.0896386,32.7439931,26.77765314,56-60%,3.462312411,18.64343497,0.0517247,61.14585939,32.7,77.69902544,67.21260816,92.01866095,17.79,88.5164415,7.734037246,89.61495046,Chollas Creek,113.2718499,0.082259876,1315,0.095488257
6073001300,13,0.007,0,0,0.090717934,93.300003,2.3,20.6,29.5,100,100,85,14.51,0.06398318,0.219,54.6947629,6197,92104,San Diego,-117.1323173,32.7512721,19.30112039,36-40%,3.403641477,17.4486621,0.0553087,86.87765824,11.5,41.60232882,49.1266696,73.47118901,12.75,66.61993372,5.670726638,58.99912204,University Heights,4.349526585,0.005363165,2065.6667,0.094963816
6073002707,27.07,0.19499999,0,0,0.27402863,97.800003,5.3000002,39,47.700001,100,94.766251,51.599998,21.290001,0.28766188,0.39399999,30.2564103,5369,92105,San Diego,-117.0895143,32.7529867,27.72376336,56-60%,3.453948166,18.40696951,0.0537675,78.88416312,51.8,93.79825339,76.00784873,97.2260749,10.69,52.05200102,8.026687729,92.61256742,East San Diego,0,0,2684.5,0.09257285
6073020309,203.09,0,0,0,0.087105036,,0,6.1999998,9.1999998,34.980988,23.498098,76.599998,73.18,0.018787362,0.13,57.6187101,3945,92026,Escondido,-117.1090217,33.1355986,27.33030401,56-60%,5.432637525,60.94586185,0.0509432,51.91393545,28.1,72.44652576,39.03730445,60.32026226,6.56,17.7032883,5.030761556,48.38831055,Lake Bernardo Estates,749.9273813,0.690540867,,0.092047128
6073010103,101.03,0.082999997,0.041284405,0.005214369,0.10789324,71.300003,1.9,12.4,10.6,81.397018,79.314056,65.599998,41.220001,0.089721747,0.15899999,48.3261339,5569,92154,San Diego,-117.0958327,32.5996184,33.18605405,66-70%,4.721434286,45.60049782,0.052688,70.52789592,39.1,84.30578408,57.47692308,82.80166436,14.13,74.66224828,7.028807782,79.70650947,South San Diego,134.2153002,0.085596492,556.90002,0.091782946
6073002201,22.01,0.125,0,0,0.23935743,26,3.2,40.799999,55,100,97.260277,56.400002,4.6500001,0.20321286,0.359,38.7249115,3796,92105,San Diego,-117.1124957,32.7524807,30.25765538,61-65%,3.957257498,28.91101431,0.0556698,88.26619965,35.6,80.95177826,79.46586042,98.32303619,18,89.06449146,7.646117393,88.29800577,East San Diego,0,0,3796,0.09125094
6073017900,179,0.033,0.44444445,0.029304029,0.13297491,35.400002,0.69999999,16,18.1,62.48922,55.231388,79.800003,15.98,0.050896056,0.23800001,62.1581117,6958,92008,Carlsbad,-117.3445439,33.1595744,21.33637281,41-45%,4.218003734,34.51151213,0.0469389,10.92069052,19.1,58.62549044,36.28472222,56.52502837,14.78,77.83583992,5.058405387,48.78966512,Carlsbad,201.9502288,0.157773616,,0.090792222
6073003404,34.04,0.085000001,0.11392405,0.007712083,0.20480855,54.799999,0,19.700001,32.099998,57.250755,14.52309,50.299999,58.889999,0.16651826,0.22,38.7442573,4634,92102,San Diego,-117.0939094,32.7139554,41.46787447,81-85%,5.077823842,53.51586808,0.0521356,65.13635226,49.5,92.48196431,62.29755992,87.84516454,14.75,77.73387713,8.166465747,93.94205443,Chollas View,444.5753286,0.288497942,4634,0.088732093
6073019403,194.03,0.017000001,0.12162162,0.005294118,0.032404408,41.200001,0,8.6000004,3.2,37.088486,12.597527,69.400002,11.12,0.058976021,0.064000003,60.3082049,5255,92056,Oceanside,-117.2669427,33.2107453,16.05621326,26-30%,3.794094116,25.26446795,0.0463847,8.281210908,36.1,81.53398304,40.24861414,62.11070483,5.37,9.941371399,4.231896408,35.8961495,Tiki Mobile Village,876.3532097,0.64437736,,0.088101266
6073018516,185.16,0.023,0,0,0.061056107,62.900002,4.0999999,11.8,23.799999,4.0831661,1.002004,81.900002,4.6900001,0.050330032,0.090999998,60.4246053,3992,92056,Oceanside,-117.2981757,33.2001356,13.4090842,21-25%,3.102892332,12.37087741,0.0478261,16.66249687,19,58.33438805,31.73668033,49.56499811,12.28,63.40810604,4.321479049,37.20055186,Talich,401.4758664,0.403899262,,0.087741935
6073011802,118.02,0.032000002,0,0,0.17107584,120.6,3.5999999,22.9,36.099998,87.642784,57.647232,52,15.35,0.15285127,0.28099999,48.013245,6741,91950,National City,-117.096668,32.684033,32.65627409,66-70%,4.39595607,38.17050404,0.0480347,18.47635727,45.2,89.53297051,63.11399444,88.60168957,11.95,60.76981902,7.428708015,85.60140474,National City,0,0,,0.087476694
6073003304,33.04,0.034000002,0.21212122,0.024447031,0.20493563,,0,21.4,22.9,53.662643,50.070164,60.299999,11.59,0.16523606,0.205,36.461126,3563,92102,San Diego,-117.0902817,32.7067366,33.16568026,66-70%,4.641670909,44.09458619,0.0508962,51.3259945,38.2,83.57169978,62.58712016,88.17299206,8.54,33.8388988,7.14520286,81.32447009,Lincoln Park,300.9611583,0.229741342,3563,0.087367516
6073001000,10,0.006,0,0,0.074045204,53.700001,0,16.1,28.700001,98.246353,100,89.300003,11.1,0.02182385,0.149,62.2052705,4733,92116,San Diego,-117.1417318,32.7603326,13.4358012,21-25%,4.595970616,42.98693217,0.0470696,11.67125344,7.3,28.32552841,26.73858601,40.99104779,8.64,34.61636503,2.923387097,13.54571679,University Heights,178.7861716,0.346484829,946.59998,0.086113266
6073008901,89.01,0.032000002,0,0,0.048726954,51.700001,1.4,14.3,9.8000002,64.474503,50.780437,92.5,16.370001,0.008340649,0.243,63.3627608,4805,92111,San Diego,-117.1727594,32.7726384,16.37415529,26-30%,4.083206051,31.59925327,0.0474996,14.33575181,8.5,32.52752816,34.05585661,53.461102,13.37,70.40530206,4.010122215,32.27141603,Linda Vista,424.0620387,0.669924232,4805,0.085917854
